order_id,customer_id,product_id,order_date,sales,quantity_sold,shipping_cost
1266,194,69,23/01/2024,476.99,8,22.15
1267,1014,90,27/03/2024,198.27,1,47.07
1268,506,41,11/05/2024,335.99,9,36.15
1269,1814,34,05/07/2024,650.43,10,30.78
1270,1926,54,25/02/2024,461.79,5,42.68
1271,1489,63,10/12/2024,973.7,4,12.38
1272,35,16,01/02/2024,885.44,7,43.62
1273,285,62,01/06/2024,107.28,7,8.17
1274,486,9,22/07/2024,433.93,6,33.3
1275,1597,64,17/10/2024,960.22,7,7.27
1276,1107,42,28/02/2024,487.02,10,34.39
1277,213,33,08/01/2024,557.06,7,46.58
1278,1382,98,16/03/2024,909.64,4,35.48
1279,626,97,11/07/2024,404.01,4,32.11
1280,702,95,13/11/2024,252.21,4,9.66
1281,184,61,17/09/2024,692.92,3,44.8
1282,1259,18,17/07/2024,439.13,1,42.71
1283,241,5,03/11/2024,321.37,3,40.29
1284,1839,2,15/09/2024,207.91,6,21.65
1285,171,45,17/09/2024,868.36,2,30.42
1286,1858,69,13/06/2024,866.28,6,10.07
1287,1346,75,11/11/2024,247.64,7,40.79
1288,1343,24,30/08/2024,640,8,42.55
1289,362,57,24/02/2024,547.89,9,26.36
1290,973,20,23/12/2023,524.38,4,41.85
1291,1007,5,17/12/2024,586.96,2,34.84
1292,543,81,21/01/2024,378.2,1,36.63
1293,327,72,30/03/2024,46.84,2,49.23
1294,1645,68,22/12/2023,570.71,3,42.05
1295,1993,28,20/06/2024,398.09,4,32.68
1296,566,27,28/09/2024,766.42,5,7.74
1297,466,8,11/03/2024,253.24,1,46.51
1298,276,20,09/08/2024,741.18,1,14.61
1299,163,5,15/08/2024,544.96,10,20.96
1300,361,66,20/12/2023,732.54,3,9.79
1301,1584,93,24/08/2024,272.56,6,5.86
1302,905,90,08/01/2024,961.99,5,47.97
1303,497,12,17/07/2024,375.3,3,36.04
1304,1422,16,12/08/2024,563.43,2,30.29
1305,969,24,22/01/2024,318.27,3,7.79
1306,62,10,26/05/2024,166.69,5,38.21
1307,1852,16,06/12/2024,790.66,7,11.08
1308,18,6,25/09/2024,501.91,3,48.48
1309,257,66,03/06/2024,658.31,9,33.66
1310,1815,84,09/09/2024,554.59,5,7.38
1311,590,92,19/06/2024,35.07,7,19.23
1312,1357,60,06/05/2024,37.62,1,22.42
1313,407,33,27/09/2024,392.5,4,27.24
1314,385,11,28/06/2024,769.12,10,5.72
1315,608,93,28/02/2024,168.26,8,18.62
1316,1743,39,02/06/2024,395.01,9,24.68
1317,1994,82,23/06/2024,406.16,2,12.09
1318,1921,98,06/08/2024,382.11,8,24.81
1319,1368,86,10/07/2024,129.5,8,37.21
1320,583,6,08/06/2024,457.02,6,28.68
1321,1414,34,14/11/2024,150.85,4,17.13
1322,1586,3,15/03/2024,161.05,6,25.1
1323,284,98,04/07/2024,525.98,6,17.9
1324,828,29,24/01/2024,826.16,5,26.95
1325,998,20,09/01/2024,682.85,4,16.93
1326,318,56,17/04/2024,544.13,7,15.39
1327,1317,96,10/07/2024,441.21,5,39.01
1328,397,1,19/01/2024,172.93,2,40.44
1329,426,85,07/07/2024,175.05,6,39.11
1330,982,99,03/08/2024,469.52,10,31.92
1331,1524,52,08/07/2024,320.35,3,46.29
1332,1709,40,01/04/2024,311.76,1,28.06
1333,1528,63,17/04/2024,854.63,3,40.51
1334,1547,30,17/09/2024,364.73,4,45.82
1335,410,28,08/09/2024,260.4,9,36.99
1336,771,58,12/07/2024,731.29,6,37.1
1337,1617,85,29/06/2024,187.21,4,5.34
1338,1420,75,07/07/2024,249.84,6,30.54
1339,1666,9,04/05/2024,310.28,9,36.85
1340,1178,18,08/12/2024,696.87,4,29.42
1341,50,60,25/03/2024,990.41,4,21.74
1342,1342,1,07/08/2024,76.88,10,33.59
1343,1952,39,05/03/2024,688.47,7,46.27
1344,316,43,29/11/2024,514.33,1,44.4
1345,1224,14,16/02/2024,509.91,10,26.05
1346,1481,56,17/02/2024,962.1,8,48.96
1347,185,44,15/11/2024,53.64,5,9.21
1348,1526,93,28/01/2024,549,4,33.7
1349,691,6,03/06/2024,411.77,6,33.34
1350,672,48,13/06/2024,147.66,1,31.45
1351,1724,93,24/06/2024,913.96,8,33.01
1352,1435,13,20/01/2024,863.84,10,32.83
1353,629,54,20/09/2024,150.35,2,33.46
1354,1550,88,09/04/2024,84.93,7,6.26
1355,1330,60,25/01/2024,44.77,7,30.46
1356,744,77,26/02/2024,690.18,6,44.24
1357,1554,96,12/01/2024,23.44,6,18.59
1358,1546,60,28/09/2024,445.34,9,36.59
1359,1432,13,11/12/2024,886.33,4,46.46
1360,300,99,01/08/2024,582.97,5,11.02
1361,746,12,22/04/2024,39.68,8,31.07
1362,1803,67,13/12/2024,791.75,3,38.57
1363,1377,68,04/04/2024,21.49,6,20.95
1364,20,36,22/12/2023,329.71,2,30.45
1365,579,51,22/09/2024,559.4,4,21.38
1366,1019,100,11/05/2024,166.71,10,41.52
1367,586,83,25/08/2024,366.1,6,21.11
1368,332,22,19/02/2024,378.82,5,17.07
1369,1970,19,27/06/2024,359.97,9,26.37
1370,1534,100,01/12/2024,942.02,9,23.39
1371,970,29,04/11/2024,786,5,32.01
1372,531,58,31/12/2023,828.13,7,36.64
1373,1576,76,01/03/2024,572.53,1,28.91
1374,1318,64,27/01/2024,891.87,6,49.26
1375,531,95,16/02/2024,84.16,10,26.26
1376,1851,35,19/06/2024,444.28,3,22.16
1377,768,24,04/12/2024,562.11,10,29.56
1378,842,26,14/08/2024,770.27,6,10.52
1379,1115,59,14/12/2024,690.44,8,9.36
1380,1534,63,30/06/2024,901.28,9,41.23
1381,1332,32,04/08/2024,987.21,9,29.11
1382,61,99,11/10/2024,295.55,2,6.81
1383,1233,44,04/01/2024,211,2,43.4
1384,1825,44,22/03/2024,140.42,1,18.99
1385,1911,30,20/10/2024,629.29,5,45.03
1386,1467,77,09/10/2024,542.05,9,13.75
1387,1496,24,27/11/2024,511.59,6,5.57
1388,791,51,17/01/2024,994.49,9,36.08
1389,260,29,25/08/2024,519.46,6,38.7
1390,56,45,07/06/2024,261.03,2,25.01
1391,234,23,04/09/2024,455.21,7,41.82
1392,1575,22,08/08/2024,679.65,5,10.3
1393,1578,47,24/10/2024,434.22,9,23.75
1394,1924,30,21/09/2024,122.62,5,10
1395,550,66,10/05/2024,93.23,7,6.51
1396,493,88,10/02/2024,16.65,8,14.98
1397,1301,41,27/12/2023,434.68,2,30.4
1398,979,87,08/12/2024,624.69,10,46.42
1399,543,44,05/01/2024,741.88,7,46.87
1400,818,13,03/04/2024,850.58,8,47
1401,1135,3,21/09/2024,301.63,3,34.21
1402,526,30,06/11/2024,400.51,8,38.21
1403,786,9,24/07/2024,826.92,4,37.23
1404,363,89,01/04/2024,551.32,5,16.43
1405,1362,64,29/11/2024,390.63,5,41.95
1406,522,17,11/01/2024,300.88,2,34.25
1407,203,59,06/06/2024,230.45,4,30.93
1408,180,45,17/02/2024,587.91,5,29.15
1409,1143,56,30/08/2024,427.21,2,32.62
1410,83,24,14/02/2024,119.83,6,47.2
1411,488,26,08/03/2024,942.27,1,32.84
1412,319,26,09/11/2024,112.17,7,46.36
1413,1181,8,10/05/2024,309.72,2,40.57
1414,399,31,10/03/2024,733.07,7,17.13
1415,1979,15,31/10/2024,523.56,1,44.42
1416,1377,74,24/10/2024,298.54,3,46.86
1417,304,36,01/09/2024,11.22,9,20.94
1418,1958,22,19/01/2024,180.34,8,16.02
1419,707,47,04/10/2024,52.33,8,22.76
1420,934,89,20/10/2024,664.49,5,7.38
1421,64,84,25/03/2024,282.63,1,13.54
1422,396,87,08/05/2024,356.46,10,42.2
1423,651,92,02/04/2024,685.66,5,23.37
1424,1658,22,12/01/2024,988.7,5,43.8
1425,1347,69,14/11/2024,659.41,1,24.94
1426,1237,91,02/02/2024,87.83,9,29.83
1427,1937,11,14/01/2024,976.57,3,38.4
1428,757,45,18/11/2024,99.63,10,37.71
1429,1842,14,15/11/2024,422.11,10,15.99
1430,1602,45,01/02/2024,334.69,2,22.19
1431,1526,57,24/10/2024,774.52,2,14.47
1432,633,20,04/05/2024,807.58,9,36.3
1433,33,32,05/01/2024,455.22,10,39.32
1434,952,57,14/04/2024,326.18,7,27.27
1435,749,6,06/02/2024,56.97,3,9.98
1436,1645,34,12/05/2024,395.82,8,9.7
1437,538,64,29/11/2024,988.57,6,20.88
1438,387,23,16/07/2024,493.43,2,41.75
1439,227,93,12/11/2024,422.07,9,21.87
1440,396,68,28/06/2024,379.16,8,7.64
1441,947,48,10/04/2024,915.05,7,14.55
1442,1365,90,19/10/2024,703.7,6,27.04
1443,1583,72,26/12/2023,623.61,4,49.06
1444,1873,66,19/11/2024,214.84,8,23.04
1445,729,45,05/09/2024,966.28,3,21.25
1446,1466,69,11/12/2024,119.97,4,36.18
1447,1005,92,17/11/2024,545.41,10,16.9
1448,321,32,12/07/2024,918.71,2,15.83
1449,1593,24,24/06/2024,155.9,5,38.64
1450,1964,95,24/10/2024,617.01,2,39.01
1451,1124,24,19/03/2024,917.85,8,15.14
1452,948,80,06/07/2024,516.49,3,49.28
1453,1577,6,11/05/2024,874.28,10,15.72
1454,591,53,12/09/2024,319.41,5,23.04
1455,1105,49,29/06/2024,753.47,5,44.92
1456,1892,64,02/10/2024,939.86,9,22.38
1457,1383,33,15/09/2024,789.14,1,6.98
1458,195,48,21/12/2023,42.74,8,43.68
1459,673,5,03/05/2024,104.9,2,23.8
1460,1678,68,28/01/2024,851.4,3,24.69
1461,920,51,21/07/2024,181.04,1,8.85
1462,274,88,09/03/2024,711.09,7,27.45
1463,1730,43,24/08/2024,294.36,5,18.2
1464,190,33,01/04/2024,165.48,4,29.04
1465,1150,15,29/10/2024,166.32,4,24.09
1466,1610,91,20/04/2024,449.58,3,30.74
1467,476,66,23/07/2024,97.4,6,10.52
1468,1741,21,08/01/2024,293.74,2,8.55
1469,576,65,22/12/2023,714.89,2,10.7
1470,142,14,26/01/2024,288.54,2,21.58
1471,669,38,20/07/2024,279.55,7,9.55
1472,1460,53,06/11/2024,448.86,2,10.87
1473,1071,64,22/04/2024,884.04,2,38.81
1474,518,2,13/06/2024,173.03,5,40.73
1475,1564,94,23/06/2024,10.91,2,11.42
1476,171,21,30/05/2024,866.31,5,31.18
1477,1545,72,03/05/2024,255.49,7,49.71
1478,148,22,25/08/2024,664.88,8,8.26
1479,1051,12,12/06/2024,372.46,10,17.37
1480,1349,87,10/07/2024,818.48,7,44.91
1481,1178,72,16/06/2024,848.83,7,16.83
1482,1545,74,11/01/2024,451.54,2,20.45
1483,961,1,29/08/2024,74.77,5,38.88
1484,1727,18,04/08/2024,393.22,5,17.97
1485,1896,100,03/09/2024,197.93,6,19.22
1486,1901,76,23/10/2024,188.41,8,35.69
1487,103,82,12/04/2024,354.62,6,8.46
1488,1212,93,14/08/2024,306.44,7,21.03
1489,1920,20,21/04/2024,340.2,2,31.74
1490,1945,77,11/05/2024,632.71,1,39.04
1491,1298,23,14/04/2024,503.72,3,42.66
1492,1675,77,13/10/2024,522.19,6,44.48
1493,1736,81,06/05/2024,890.66,2,12.77
1494,644,14,20/11/2024,786.83,6,16.3
1495,1845,50,26/05/2024,867.8,7,7.38
1496,1690,27,11/08/2024,690.24,3,5.95
1497,1003,12,13/04/2024,244.01,1,39.45
1498,1550,83,25/11/2024,892.77,9,24.21
1499,1163,1,08/03/2024,540.45,9,37.73
1500,1321,97,27/11/2024,351.72,5,11.43
1501,532,34,23/02/2024,790.99,9,23.73
1502,1412,73,08/10/2024,61.51,6,45.65
1503,155,40,03/06/2024,52.53,6,6.15
1504,315,47,05/08/2024,311.82,3,49.79
1505,810,25,21/02/2024,683.22,8,20.13
1506,1320,75,20/09/2024,653.8,1,15.09
1507,92,87,02/03/2024,606.28,5,49.15
1508,1505,69,05/02/2024,805.41,1,38.5
1509,88,70,16/01/2024,774.03,9,43.1
1510,943,99,28/07/2024,132.78,2,49.78
1511,252,99,13/11/2024,348.48,9,21.58
1512,567,10,27/09/2024,119.46,5,12.8
1513,207,84,03/05/2024,105.17,10,35.23
1514,1179,18,16/05/2024,306.45,5,11.9
1515,724,33,24/09/2024,790.25,6,41.35
1516,1446,7,02/11/2024,889.52,5,20.45
1517,507,31,25/08/2024,891.74,6,9.87
1518,1750,54,04/10/2024,32.6,1,33.99
1519,1583,46,10/10/2024,313.53,7,24.51
1520,744,79,18/06/2024,171.48,1,40.65
1521,725,4,16/01/2024,481.87,1,29.3
1522,1426,50,22/03/2024,321.61,3,32.87
1523,1560,60,03/01/2024,760.48,3,39.93
1524,1291,27,30/03/2024,142.69,6,28.81
1525,328,48,10/10/2024,617.24,5,30.71
1526,757,72,15/01/2024,917.93,2,25.99
1527,91,49,03/11/2024,378.12,7,29.05
1528,1429,21,29/07/2024,304.03,4,29.97
1529,883,33,23/08/2024,209.74,2,24.46
1530,1784,93,11/11/2024,899.76,10,38.58
1531,1616,64,05/04/2024,608.01,8,12.4
1532,340,91,04/08/2024,742.44,1,23.43
1533,65,48,19/05/2024,780.84,5,13.31
1534,172,99,23/12/2023,829.05,2,44.51
1535,1831,73,17/04/2024,101.59,5,25.87
1536,1487,87,18/09/2024,649.91,8,10.75
1537,882,30,14/10/2024,573.84,5,17.83
1538,671,99,20/11/2024,491.43,5,31.99
1539,1899,15,09/05/2024,383.65,4,18.49
1540,1632,40,13/12/2024,97.13,5,44.1
1541,1679,100,11/01/2024,942.45,1,33.33
1542,1903,6,29/07/2024,986.31,5,19.33
1543,1521,58,23/11/2024,372.01,2,20.84
1544,665,99,01/04/2024,19.9,5,33.39
1545,1085,60,09/09/2024,808.86,1,29.39
1546,603,90,19/04/2024,961.82,7,35.4
1547,1878,24,28/03/2024,154.81,1,21.15
1548,1766,14,18/08/2024,177.87,2,26.29
1549,1523,51,03/10/2024,746.09,5,16.04
1550,927,17,04/05/2024,159.39,8,37.65
1551,706,45,08/12/2024,985.48,4,31.73
1552,591,17,27/04/2024,928.02,10,31.13
1553,714,6,17/09/2024,70,1,43.42
1554,1927,71,16/03/2024,894.87,5,43.48
1555,342,51,30/09/2024,225.74,10,26.34
1556,711,88,04/10/2024,516.53,5,22.57
1557,482,34,19/02/2024,690.21,10,35.66
1558,491,90,21/02/2024,78.19,4,5.36
1559,1189,40,19/04/2024,250.83,3,48.21
1560,985,34,16/06/2024,124.18,7,43.22
1561,462,55,14/01/2024,120.25,3,43.22
1562,1363,85,03/01/2024,411.42,9,28.72
1563,267,87,15/07/2024,31.22,9,34.71
1564,1627,8,22/08/2024,140.49,8,18.76
1565,1033,87,25/08/2024,866.72,9,13.3
1566,1832,84,14/12/2024,153.25,7,20.11
1567,1597,75,25/03/2024,621.32,4,8.31
1568,359,17,19/09/2024,78,7,7.83
1569,990,90,05/11/2024,63.41,9,35.41
1570,92,69,19/05/2024,665.75,9,49.12
1571,1664,38,14/12/2024,423.66,10,6.55
1572,875,8,02/04/2024,617.43,5,40.37
1573,670,100,05/04/2024,597.69,8,16.08
1574,1388,84,11/09/2024,996.16,6,18.84
1575,1080,100,01/05/2024,574.86,5,19.56
1576,384,68,27/08/2024,850.6,10,29.24
1577,1518,61,12/07/2024,221.94,8,36.08
1578,1974,17,06/09/2024,16.01,4,13.54
1579,1320,10,27/02/2024,442.5,2,44.84
1580,128,75,03/05/2024,660.97,10,29.67
1581,1891,74,22/01/2024,810.13,6,14.96
1582,1840,81,07/08/2024,380.07,5,39.34
1583,943,34,07/04/2024,153.7,8,22.11
1584,946,9,17/05/2024,437.23,10,25.45
1585,1755,51,30/05/2024,784.66,6,22.97
1586,181,41,11/03/2024,792.03,8,27.8
1587,1117,53,02/07/2024,182.28,10,22.24
1588,978,77,09/08/2024,52.39,7,30.98
1589,436,45,26/06/2024,307.02,2,36.9
1590,111,17,22/03/2024,435.92,7,40.97
1591,1282,52,27/06/2024,967.99,8,15.87
1592,972,12,28/12/2023,157.67,9,28.42
1593,1036,33,05/01/2024,209.38,9,8.39
1594,710,97,20/07/2024,158.09,2,34.74
1595,1121,24,08/02/2024,583.47,9,15.94
1596,1902,3,23/08/2024,817.31,5,46.03
1597,112,47,20/08/2024,614.57,7,46.13
1598,1815,6,19/09/2024,218.28,2,16.96
1599,309,64,15/11/2024,619.41,10,27.08
1600,1620,75,31/07/2024,588.02,9,25.46
1601,1837,4,25/01/2024,600.62,10,7.78
1602,1643,6,15/05/2024,207.42,9,26.05
1603,1641,45,07/11/2024,624.33,2,11.42
1604,672,1,12/03/2024,192.04,3,41.11
1605,1135,94,08/09/2024,855.06,5,47.7
1606,1640,3,13/03/2024,424.03,1,28.85
1607,1149,91,26/12/2023,239.72,2,11.35
1608,1009,51,15/11/2024,33.3,8,37.18
1609,714,35,02/04/2024,57.92,8,43.96
1610,1353,69,23/07/2024,133.78,7,44.41
1611,520,45,17/03/2024,749.9,9,25.74
1612,1131,3,11/12/2024,945.34,7,47.45
1613,1040,11,17/10/2024,811.03,7,7.26
1614,339,54,16/11/2024,914.97,2,43.73
1615,199,47,17/12/2024,668.19,8,34.94
1616,1748,81,15/12/2024,303.17,10,47.48
1617,1387,68,14/03/2024,237.77,2,42.39
1618,1149,20,02/05/2024,40.72,8,9.43
1619,1602,84,31/08/2024,644.19,8,7.5
1620,1663,58,28/10/2024,571.04,4,11.61
1621,605,14,28/06/2024,394.61,4,46.25
1622,1302,14,16/04/2024,81.1,1,33.09
1623,167,61,29/09/2024,166.08,2,44.57
1624,27,71,31/07/2024,342.2,6,35.74
1625,1386,26,10/11/2024,150.77,4,25.34
1626,772,6,29/11/2024,426.51,10,10.73
1627,1102,65,11/09/2024,471.15,7,23.11
1628,1482,30,17/03/2024,772.12,3,23.09
1629,426,58,01/11/2024,734.21,1,27.21
1630,1746,28,18/10/2024,37.09,9,9.74
1631,39,49,28/06/2024,633.71,10,49.73
1632,991,6,18/02/2024,736.56,10,38.5
1633,802,53,04/09/2024,947.15,3,45.01
1634,766,37,12/09/2024,466.38,5,17.67
1635,1905,82,09/05/2024,123.76,3,19.26
1636,1878,94,24/08/2024,971.63,8,19.5
1637,87,24,20/06/2024,374.85,6,29.64
1638,1550,3,14/10/2024,910.17,6,27.21
1639,1292,58,06/11/2024,866.43,9,43.99
1640,1486,49,13/11/2024,272.64,5,22.96
1641,1069,89,09/06/2024,102,5,46.51
1642,796,66,01/05/2024,854.01,2,14.43
1643,1249,63,13/05/2024,243.58,8,43.18
1644,1896,80,15/07/2024,886.15,9,47.27
1645,471,27,22/12/2023,42.05,10,40.3
1646,1902,54,25/01/2024,822.26,5,43.36
1647,1434,51,08/05/2024,822.32,8,16.22
1648,210,82,08/01/2024,99.35,8,34.37
1649,948,49,14/09/2024,390.67,4,8.54
1650,1330,18,06/02/2024,546.21,2,23.79
1651,1758,62,29/11/2024,581.02,3,6.43
1652,1104,89,21/09/2024,753.1,9,27.95
1653,22,97,18/03/2024,272.02,8,31.07
1654,918,57,05/05/2024,602.99,7,18.57
1655,714,48,03/07/2024,901.7,7,23.62
1656,33,96,07/01/2024,830.62,10,44.12
1657,1487,18,30/12/2023,404.25,3,11.37
1658,1716,3,26/10/2024,911.66,6,42.06
1659,1766,61,30/11/2024,554.87,1,49.29
1660,1734,11,10/11/2024,82.52,2,37.59
1661,514,77,18/07/2024,440.72,2,6.86
1662,1567,11,12/02/2024,740.74,7,38.07
1663,492,11,17/02/2024,847.84,10,38.83
1664,172,48,01/11/2024,201.9,8,43.79
1665,233,35,23/12/2023,336.26,9,8.81
1666,7,91,04/04/2024,345.11,6,33.32
1667,1862,61,13/01/2024,426.91,5,17.97
1668,1089,54,16/08/2024,818.37,7,21.39
1669,1429,10,19/12/2024,914.26,9,21.13
1670,753,75,05/11/2024,933.02,4,34.06
1671,145,99,17/04/2024,88.65,10,48.93
1672,1492,38,16/01/2024,973.51,2,49.77
1673,1848,86,14/10/2024,891.93,7,30.98
1674,1146,72,22/03/2024,157.74,7,30.63
1675,643,50,08/01/2024,696.05,10,47.32
1676,1036,68,11/07/2024,222.75,1,39.77
1677,1523,83,09/04/2024,948.92,1,33.86
1678,946,17,10/03/2024,151.76,5,12.63
1679,1793,17,28/11/2024,208.09,5,29.13
1680,983,88,23/09/2024,297.49,9,22.53
1681,1927,72,15/08/2024,44.6,10,46.75
1682,1171,11,26/07/2024,169.77,8,17.27
1683,1375,66,30/03/2024,798.92,8,15.16
1684,791,5,21/05/2024,522.62,2,30.07
1685,245,69,18/09/2024,418.3,1,19.28
1686,595,83,20/03/2024,103.15,1,39.29
1687,424,8,05/02/2024,546.91,10,7.2
1688,626,98,20/11/2024,186.82,5,26.19
1689,68,79,26/12/2023,475.59,6,42.16
1690,424,67,16/06/2024,631.15,7,43.84
1691,1004,52,01/06/2024,781.95,10,12.39
1692,1646,58,22/10/2024,814.8,2,17.39
1693,787,60,08/10/2024,307.61,5,42.87
1694,1941,43,19/04/2024,432.83,8,16.1
1695,149,42,22/04/2024,773.91,5,38.25
1696,1177,73,08/08/2024,130.02,9,19.06
1697,988,28,29/02/2024,79.21,3,24.93
1698,1174,26,01/03/2024,248.33,5,30.36
1699,989,57,11/08/2024,373.71,8,14.26
1700,338,43,24/03/2024,346.9,10,35.79
1701,1362,91,19/12/2024,461.77,8,35.25
1702,849,41,25/02/2024,770.83,7,14.6
1703,566,33,08/12/2024,77.33,5,21.71
1704,1504,45,08/06/2024,239.4,9,9.98
1705,1344,43,17/09/2024,819.27,3,24.57
1706,1613,2,06/04/2024,93.37,1,41.01
1707,605,74,21/05/2024,456.96,4,48.36
1708,310,42,12/07/2024,96.29,2,26.3
1709,417,52,03/01/2024,884.24,2,43.08
1710,1859,9,25/01/2024,451,2,17.28
1711,173,88,21/04/2024,847.72,1,42.77
1712,1325,83,21/07/2024,743.04,4,40.03
1713,413,65,08/01/2024,395.72,5,11.54
1714,1228,99,20/06/2024,963.85,10,13.47
1715,569,57,20/06/2024,385.54,7,35.67
1716,118,52,20/12/2023,940.39,9,35.59
1717,1606,25,27/05/2024,450.43,3,49.91
1718,1400,13,21/01/2024,448.27,2,9.04
1719,1805,12,01/01/2024,925.18,1,43.81
1720,361,61,11/02/2024,200.43,9,22.77
1721,1331,97,10/10/2024,437.25,4,37.26
1722,1730,29,21/01/2024,898.76,7,41.84
1723,1753,78,24/07/2024,805.53,6,41.12
1724,1199,71,15/06/2024,672.28,9,6.74
1725,495,50,29/07/2024,924.69,2,24.84
1726,296,99,22/07/2024,183.88,1,10.41
1727,777,87,07/03/2024,671.7,2,22.46
1728,229,26,16/12/2024,127.2,9,36.43
1729,21,82,29/08/2024,596.91,7,5.39
1730,549,11,15/02/2024,70.94,5,48.09
1731,1846,71,16/08/2024,514.54,2,35.94
1732,240,19,30/09/2024,430.28,2,20.88
1733,854,99,13/06/2024,897.39,4,21.12
1734,1867,24,23/09/2024,247.18,3,23.57
1735,1843,16,22/04/2024,926.1,7,21.17
1736,995,18,26/11/2024,108.15,1,17.65
1737,983,7,23/11/2024,943.06,4,27.15
1738,1738,37,07/02/2024,648.02,1,16.68
1739,1437,40,07/04/2024,689.5,3,31.41
1740,590,97,06/09/2024,750.84,4,11.38
1741,775,8,14/12/2024,190.02,2,38.59
1742,197,23,29/10/2024,980.82,7,10.15
1743,1789,81,03/09/2024,519.37,2,21.73
1744,504,97,12/06/2024,831.39,6,5.74
1745,1147,26,20/02/2024,992.56,8,24.77
1746,1043,89,10/06/2024,741.07,2,10.91
1747,1379,75,10/02/2024,257.9,4,39.69
1748,1096,67,21/01/2024,601.1,10,39.21
1749,1170,92,08/11/2024,933.22,4,28.17
1750,856,86,09/01/2024,229.3,5,39.8
1751,99,23,02/05/2024,277.9,1,40.22
1752,606,19,09/05/2024,118.69,9,17.83
1753,1770,64,02/02/2024,479.8,4,29.87
1754,41,34,14/06/2024,844.92,8,5.14
1755,1064,78,13/01/2024,622.75,10,5.98
1756,1261,74,24/01/2024,779.67,8,5.77
1757,718,24,04/11/2024,262.18,5,30
1758,1663,68,13/06/2024,73.66,10,34.45
1759,542,59,14/09/2024,667.07,2,41.08
1760,523,60,20/06/2024,429.78,4,24.54
1761,853,3,02/10/2024,869.59,3,44.72
1762,1449,31,14/03/2024,130.47,1,47.64
1763,1547,24,16/09/2024,385.12,8,43.57
1764,1754,81,13/06/2024,852,8,42.76
1765,388,97,23/03/2024,842.07,6,17.56
1766,1548,10,06/12/2024,246.21,4,18.14
1767,185,37,10/03/2024,392.68,10,46.29
1768,1578,99,31/10/2024,302.95,7,22.02
1769,1389,18,07/02/2024,18.81,1,42.27
1770,1997,30,19/12/2024,105.89,4,15.02
1771,977,13,27/09/2024,239.78,4,40.55
1772,1462,45,06/08/2024,45.56,7,27.87
1773,332,77,21/06/2024,903.6,9,37.68
1774,880,15,22/08/2024,385.9,8,47.92
1775,1494,93,12/07/2024,28.62,7,33.41
1776,616,24,20/07/2024,136.28,2,44.02
1777,1039,18,13/09/2024,42.1,2,23.89
1778,1924,78,26/01/2024,897.77,2,25.7
1779,1203,97,16/10/2024,647.27,10,41.73
1780,195,58,24/10/2024,543.19,9,17.31
1781,417,44,12/06/2024,606.32,4,45.24
1782,1919,4,07/08/2024,557.99,6,30.61
1783,632,14,26/01/2024,993.52,10,8.28
1784,998,56,30/07/2024,247.94,9,12.83
1785,46,43,27/11/2024,837.76,1,16.08
1786,694,65,17/08/2024,992.6,4,24.96
1787,725,78,23/07/2024,515.75,5,46.04
1788,274,11,12/10/2024,791.74,3,28.19
1789,247,51,25/08/2024,608.71,1,43.22
1790,535,60,12/05/2024,606.19,5,19.2
1791,1479,64,05/03/2024,924.06,7,41.8
1792,664,35,02/02/2024,487.85,7,44.31
1793,615,5,01/07/2024,501.54,1,38.54
1794,1858,11,18/01/2024,331.43,9,11.05
1795,1612,53,30/07/2024,174.08,6,10.39
1796,853,66,10/01/2024,599.56,2,46.28
1797,1971,69,21/01/2024,595.14,4,29.87
1798,722,66,17/03/2024,612.18,9,33.17
1799,798,29,26/08/2024,441.94,9,30.13
1800,568,70,09/02/2024,451.87,2,15.48
1801,243,33,21/02/2024,284.91,10,18.04
1802,7,34,18/07/2024,904.06,8,21.43
1803,845,91,29/04/2024,340.08,3,43.26
1804,710,31,14/12/2024,90.53,10,15.7
1805,1804,3,03/05/2024,536.81,10,27.51
1806,1259,87,07/05/2024,581.02,10,39.58
1807,32,25,20/02/2024,346.14,3,43.62
1808,1071,67,17/11/2024,785.96,10,27.3
1809,1876,22,13/07/2024,141.69,5,37.49
1810,1292,86,07/11/2024,792.72,10,45.41
1811,302,100,08/05/2024,421.67,8,34.28
1812,796,35,08/05/2024,722.88,4,5.16
1813,177,20,27/08/2024,849.53,10,36.87
1814,163,27,28/01/2024,269.22,8,36.18
1815,665,27,06/05/2024,379.42,6,18.67
1816,505,51,07/09/2024,950.76,9,43.01
1817,673,79,30/03/2024,67.36,3,45.21
1818,1764,94,30/11/2024,424.01,8,47.23
1819,1606,6,02/06/2024,37.69,8,47.29
1820,1894,62,27/04/2024,901.86,3,22.77
1821,1155,21,27/01/2024,397.95,8,26.07
1822,445,6,01/09/2024,339.03,10,27.38
1823,166,9,09/03/2024,488.4,9,37.67
1824,1287,2,08/09/2024,13.45,4,6.81
1825,1594,64,19/03/2024,185.75,2,9.77
1826,415,84,16/10/2024,420.78,6,42.56
1827,242,65,05/12/2024,455.43,2,30.36
1828,588,70,21/12/2023,744.89,8,37.22
1829,1868,66,24/08/2024,470.82,2,28.38
1830,756,96,22/01/2024,970.31,6,8.19
1831,1343,82,23/10/2024,47.31,2,17.16
1832,1341,79,31/05/2024,25.95,5,32.71
1833,1833,80,23/01/2024,838.37,3,37.79
1834,500,27,01/01/2024,255.81,8,23.77
1835,946,76,28/06/2024,882.87,2,45.17
1836,783,1,22/07/2024,922.64,6,19.24
